"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.291787165E0,-3.734954596E-1,-9.768342972E-1,3.830722719E-2,1.046504442E0
1.296792055E0,-4.692635238E-1,-9.959878922E-1,5.746084079E-2,1.102498020E0
1.301827463E0,-4.309563041E-1,-1.005564690E0,-9.576806799E-3,1.094063708E0
1.306862872E0,-4.309563041E-1,-1.005564690E0,2.873042040E-2,1.094398976E0
1.311898280E0,-4.118026793E-1,-1.043871999E0,4.788403213E-2,1.123184347E0
1.316903170E0,-4.884171486E-1,-9.959878922E-1,4.788403213E-2,1.110331515E0
1.321938578E0,-3.734954596E-1,-1.053448796E0,9.576806799E-3,1.117740999E0
1.326973987E0,-4.213795066E-1,-1.063025594E0,3.830722719E-2,1.144137905E0
1.332009395E0,-4.022258818E-1,-1.043871999E0,3.830722719E-2,1.119339919E0
1.337014285E0,-3.830722570E-1,-1.082179189E0,1.915361360E-2,1.148138934E0
1.342049693E0,-3.926490843E-1,-1.091755986E0,-4.788403213E-2,1.161205114E0
1.347085102E0,-3.639186621E-1,-1.053448796E0,0.000000000E0,1.114536298E0
1.352120509E0,-3.639186621E-1,-1.082179189E0,-5.746084079E-2,1.143175550E0
1.357125400E0,-4.022258818E-1,-1.034295082E0,-2.873042040E-2,1.110124954E0
1.362160808E0,-3.351882398E-1,-1.110909581E0,-2.873042040E-2,1.160731102E0
1.367196217E0,-3.734954596E-1,-1.072602391E0,-7.661445439E-2,1.138351669E0
1.372231624E0,-4.118026793E-1,-1.053448796E0,-7.661445439E-2,1.133669082E0
1.377236515E0,-3.734954596E-1,-1.053448796E0,-6.703764945E-2,1.119708565E0
1.382271923E0,-3.447650373E-1,-1.072602391E0,-6.703764945E-2,1.128642046E0
1.387307331E0,-3.447650373E-1,-1.082179189E0,-3.830722719E-2,1.136416372E0
1.392342739E0,-3.734954596E-1,-1.110909581E0,-5.746084079E-2,1.173422645E0
1.397347630E0,-3.447650373E-1,-1.110909581E0,-9.576806426E-2,1.167113769E0
1.402383038E0,-3.830722570E-1,-1.091755986E0,-1.053448766E-1,1.161797328E0
1.407418446E0,-3.351882398E-1,-1.120486379E0,-1.149216816E-1,1.175179933E0
1.412453854E0,-3.926490843E-1,-1.043871999E0,-1.436520964E-1,1.124490097E0
1.417458745E0,-3.543418646E-1,-1.120486379E0,-9.576806426E-2,1.179075657E0
1.422494152E0,-3.543418646E-1,-1.139639974E0,-1.819593310E-1,1.207247541E0
1.427529561E0,-3.639186621E-1,-1.091755986E0,-1.532289088E-1,1.160968141E0
1.432564969E0,-3.064578176E-1,-1.139639974E0,-2.394201756E-1,1.204166801E0
1.437569860E0,-2.777273953E-1,-1.072602391E0,-1.915361285E-1,1.124408504E0
